"date_published","title","guid","provider"
"2019-05-13 05:34:06.150774+00","Pengaruh pendidikan di daerah terpencil","kzxs7","INA-Rxiv"
"2019-05-13 05:34:27.972877+00","Meningkatkan Mutu Pendidikan/Menjamin Mutu Pendidikan Melalui Supervisi Pendidikan Untuk Mencapai Kualitas Pendidikan Nasional","fvdnw","Open Science Framework"
"2019-05-13 05:41:03.072738+00","STUDY KINETIKA REAKSI EKSTRAK BUAH TOMAT DALAM PENYEMBUAHAN SEMBELIT","jbev5","INA-Rxiv"
"2019-05-13 06:18:51.525793+00","study kinematika gel lidah buaya untuk mengatasi wajah jerawat","my24j","INA-Rxiv"
"2019-05-13 06:22:17.227078+00","PELAKSANAAN SUPERVISI PENDIDIKAN UNTUK MENINGKATKAN MUTU PENDIDIKAN DALAM MENCAPAI TUJUAN PENDIDIKAN NASIONAL","6jp9z","Open Science Framework"
"2019-05-13 06:55:25.786188+00","Is functional skills mathematics approach relevant to stimulate students’ mathematical problem solving?","69hdc","INA-Rxiv"
"2019-05-13 06:58:03.543347+00","STUDI KATALITIK HERBAL PEMANFAATAN TANAMAN BROTOWALI (Tinospora cordifolia) SEBAGAI OBAT PENURUN KADAR GLUKOSA DARAH (Diabetes Mellitus)","tgw3s","INA-Rxiv"
"2019-05-13 07:20:28.108424+00","SAPONIFY HANDMADE SOAP: EKONOMI KREATIF PENDUKUNG LITERASI FINANSIAL SISWA SMK","btncg","INA-Rxiv"
"2019-05-13 07:22:24.456251+00","MINAT KUNJUNGAN WISTAWAN MUSEUM GUNUNGAPI MERAPI","ra384","INA-Rxiv"
"2019-05-13 07:26:01.198155+00","MENINGKATKAN MUTU PENDIDIDIKAN MELALUI  SUPERVISI PENDIDIKAN UNTUK MENCAPAI  KUALITAS PENDIDIKAN NASIONAL","4xfhg","Open Science Framework"
"2019-05-13 07:29:24.937122+00","KAJIAN ILMIAH PENGARUH AIR REBUSAN BUAH PINANG TERHADAP PENURUNAN KADAR GULA DARAH  PADA PENDERITA DIABETES","6u48w","INA-Rxiv"
"2019-05-13 07:46:34.090878+00","Supervisi Pendidikan","76kre","INA-Rxiv"
"2019-05-13 07:55:20.87301+00","Statistical lCharacteristics For Identification Defect of Solar Panel with Naive Bayes","uyfne","INA-Rxiv"
"2019-05-13 07:55:23.72184+00","Combining Statistical and Interpretative Analyses for Testing Readiness and IT Adoption Questionnaire","uqxnz","INA-Rxiv"
"2019-05-13 08:02:14.870221+00","Supervisi Pendidikan","8cve5","INA-Rxiv"
"2019-05-13 08:12:15.471744+00","supervisi pendidikan","9bd23","INA-Rxiv"
"2019-05-13 08:19:26.579292+00","supervisi pendidikan","feqmw","INA-Rxiv"
"2019-05-13 08:39:24.093637+00","Kondisi supervisi pendidikan yang seharusnya terjadi","b2g4k","INA-Rxiv"
"2019-05-13 08:48:50.794393+00","When we liberate ourselves we start from the bottom. Introduction to an upcoming report on coreboot, Libreboot and Panfrost.","9cv5d","Open Science Framework"
"2019-05-13 08:51:29.190658+00","supervisi pendidikan","8g6av","INA-Rxiv"
"2019-05-13 09:04:12.716735+00","Supervisi Pendidikan","6m734","INA-Rxiv"
"2019-05-13 09:08:24.065882+00","supervisi pendidikan","jfdx9","INA-Rxiv"
"2019-05-13 09:21:52.941644+00","Administrasi Supervisi FUTARI MEIDIA PUTRI","qaxup","INA-Rxiv"
"2019-05-13 09:24:36.945139+00","Supervisi Pendidikan","jqa3v","INA-Rxiv"
"2019-05-13 13:50:08.5458+00","Preference for hierarchy is associated with reduced empathy and increased counter-empathy towards others, especially out-group targets","4kc3y","PsyArXiv"
"2019-05-13 09:29:37.056449+00","Supervisi Pendidikan","s3fub","INA-Rxiv"
"2019-05-13 09:43:21.64657+00","Supervisi Pendidikan","h6jms","INA-Rxiv"
"2019-05-13 09:51:46.797261+00","Super","w4ys7","INA-Rxiv"
"2019-05-13 09:57:46.332627+00","Penerapan Supervisi Pendidikan dalam Meningkatkan Proses Pembelajaran di Sekolah","xk6rj","INA-Rxiv"
"2019-05-13 10:05:24.87138+00","MENERAPKAN MUTU PENDIDKAN KARAKTER DI SEKOLAH","aznv6","INA-Rxiv"
"2019-05-13 10:05:06.190235+00","Supervisi Pndidikan","rj2qy","INA-Rxiv"
"2019-05-13 10:28:37.599195+00","supervisi pendidikan","ak54b","INA-Rxiv"
"2019-05-13 10:31:22.357039+00","PENERAPAN SUPERVISI PENDIDIKAN DALAM MENINGKATKAN PROSES PEMBELAJARAN DI SEKOLAH","mt53u","INA-Rxiv"
"2019-05-13 10:34:25.829731+00","Interactions of narrative version and multiple forms of memory In narrations of Zahra Ramij.  The narrative group ""Anin almaa"" is a model.    تفاعلات الصيغ السردية وتعدد أشكال اشتغال الذاكرة في سرود الزهرة رميج.  المجموعة القصصية _أنين الماء_ أنموذجا","xmj9y","Arabixiv"
"2019-05-13 10:44:21.483655+00","Understanding the Underestimation of Self-report Weight: The Roles of Narcissism and Accountability","6vjzk","Open Science Framework"
"2019-05-13 10:47:14.245705+00","MENINGKATKAN MUTU PENDIDIKAN MELALUI SUPERVISI PENDIDIKAN UNTUK MENCAPAI KUALITAS PENDIDIKAN NASIONAL","62b7s","INA-Rxiv"
"2019-05-13 10:04:25.363821+00","SUPERVISI PENDIDIKAN","q4ruy","INA-Rxiv"
"2019-05-13 11:45:38.15456+00","Implementasi Supervisi Pendidikan dalam Meningkatkan Proses Pembelajaran","48532","INA-Rxiv"
"2019-05-13 11:09:14.649481+00","Should cigarette pack sizes be capped?","cnh7g","PsyArXiv"
"2019-05-13 09:43:12.177858+00","Recalling experiences: Looking at momentary, retrospective and global assessments of relationship satisfaction","mvynu","PsyArXiv"
"2019-05-13 13:29:49.426589+00","TUGAS AKHIR ANNISA SYAFITRI 17002116","bju5m","INA-Rxiv"
"2019-05-13 13:49:25.150941+00","Experimental data on the mechanical properties of extruded composites from recycled wind turbine blade material","axknf","engrXiv"
"2019-05-13 13:51:50.522607+00","Characterization of the physical properties of extruded composites from recycled wind turbine blade material","xge6z","engrXiv"
"2019-05-13 13:59:57.824987+00","MENINGKATKAN MUTU PENDIDIKAN MELALUI SUPERVISI PENDIDIKAN DALAM PENGEMBANGAN SARANA DAN PRASARANA UNTUK MENCAPAI KUALITAS PENDIDIKAN","b4z9d","Open Science Framework"
"2019-05-13 14:04:04.002267+00","Polyethylene terephthalate fibers with exotic microstructures [The Lost Archive Digitalization Program; OCR Report Index: 181906-2].","7bvwp","engrXiv"
"2019-05-13 14:04:44.386456+00","Polyethylene terephthalate technical sample [The Lost Archive Digitalization Program; OCR Report Index: 181906].","qud3y","engrXiv"
"2019-05-16 07:16:07.682556+00","Is there evidence for cross-domain  control adaptation? A replication of Kan et al. (2013)","5k8rq","PsyArXiv"
"2019-05-13 14:10:10.236977+00","Supervisi Pendidikan","nztvm","INA-Rxiv"
"2019-05-13 14:12:53.046463+00","Improved day ahead heating demand forecasting by online correction methods","vxw6g","engrXiv"
"2019-05-13 14:13:30.404039+00","Empirical validation of a data-driven heating demand simulation with error correction methods","nygd8","engrXiv"
"2019-05-13 14:17:42.671076+00","On the analytical approach to the linear analysis of an arbitrarily curved spatial Bernoulli-Euler beam","m67ew","engrXiv"
"2019-05-13 14:29:02.417747+00","TUGAS AKHIR SUPERVISI PENDIDIKAN","4jrwm","INA-Rxiv"
"2019-05-13 14:42:37.841959+00","More than Chalkboards: Classroom Spaces and Collaborative Learning Attitudes","x2wep","Open Science Framework"
"2019-05-13 14:49:02.278759+00","SUPERVISI PENDIDIKAN","n9f5u","INA-Rxiv"
"2019-05-13 14:09:22.097951+00","endingenergypoverty","w354p","Open Science Framework"
"2019-05-13 13:01:40.342448+00","Using a Superconducting Gravimeter in Support of Absolute Gravity Campaigning — A feasibility study","yxvjc","EarthArXiv"
"2019-05-13 14:51:58.943871+00","MENINGKATKAN MUTU PENDIDIKAN MELALUI SUPERVISI PENDIDIKAN","8usm7","Open Science Framework"
"2019-05-13 14:53:20.458894+00","PERMASALAHANPELAKSANAANSUPERVISIPENDIDIKANDISEKOLAH","w9czu","INA-Rxiv"
"2019-05-13 14:57:32.113693+00","MEMBACA INTENSIF","g2r9x","INA-Rxiv"
"2019-05-13 14:21:50.231177+00","Using social face-space to estimate social variables in real and artificial faces","btv84","PsyArXiv"
"2019-05-13 15:48:38.73958+00","Attentional control in bilingualism: An exploration of the effects of trait anxiety and rumination on inhibition","57p8c","PsyArXiv"
"2019-05-13 15:07:23.48771+00","PENGARUH PENGGUNAAN MEDIA GAMBAR TERHADAP KETERAMPILAN MEMBACA ANAK DALAM MEMAHAMI ISI BACAAN","5v3qg","INA-Rxiv"
"2019-05-13 15:20:38.849983+00","Supervisi pendidikan","tvm9e","INA-Rxiv"
"2019-05-13 15:06:16.981705+00","Young children and adults associate social power with indifference to others' needs","45uca","PsyArXiv"
"2019-05-13 15:53:21.42558+00","ENERGI POTENSIAL PEGAS DALAM KONSTRUKSI  BALOK SEDERHANA BERBAHAN BETON BERTULANG","vxysb","INA-Rxiv"
"2019-05-13 16:01:19.154546+00","TUGAS AKHIR SUPERVISI PENDIDIKAN","73tg4","INA-Rxiv"
"2019-05-13 16:08:45.91324+00","ADE ANGRIANI HASTA 17002109 (TUGAS AKHIR SUPERVISI PENDIDIKAN)","6uw5p","INA-Rxiv"
"2019-05-13 16:24:35.874645+00","KORELASI PENGUASAAN TIK GURU DENGAN KEMAMPUAN TIK SISW","gr5mh","INA-Rxiv"
"2019-05-13 16:43:03.822361+00","Supervisi pendidikan pada sekolah dasar","us9n4","INA-Rxiv"
"2019-05-13 16:47:31.907224+00","Peningkatan Mutu Pembelajaran Melalui Supervisi Akademik Berdasarkan Mutu Standar Proses Pembelajaran","25d3a","INA-Rxiv"
"2019-05-13 17:32:38.81249+00","Modul Manajemen Pendidikan Non Formal","p9bez","INA-Rxiv"
"2019-05-13 17:40:21.176231+00","PENERAPAN SUPERVISI AKADEMIK DALAM UPAYA PENINGKATAN MOTIVASIGURU DALAM MENYUSUN PERANGKAT  PERSIAPAN PEMBELAJARAN","wb5hk","Open Science Framework"
"2019-05-13 17:50:20.357974+00","Beauty in the ‘ world outside’ is most pure imperfect. The Anti-Iconography of the Friedsam Annunciation (attr. van Eyck).","7xr26","Open Science Framework"
"2019-05-13 17:45:25.707466+00","Advocating for Open: Putting Ethics Into Practice","jhvtc","LIS Scholarship Archive"
"2019-05-13 17:23:50.170307+00","Stress, sex, and plague: patterns of developmental stress and survival in pre- and post-Black Death London","m7f9j","BodoArXiv"
"2019-05-13 18:24:33.88094+00","ASOSIATIF LAYANAN TENAGA PERPUSTAKAAN SEKOLAH DENGAN MOTIVASI MEMBACA SISWA DI KABUPATEN BOGOR","fumv5","INA-Rxiv"
"2019-05-13 19:24:19.503136+00","Initial Assessment of Bioavailable Strontium at Oldupai Gorge, Tanzania:  Potential for Early Mobility Studies","ft38y","Open Science Framework"
"2019-05-13 19:32:48.061388+00","Pengaruh Kemampuan Pedagogik Guru dengan Hasil Belajar IPS","v5x2w","INA-Rxiv"
"2019-05-14 00:45:15.612124+00","supervisi pendidikan","fqa5d","INA-Rxiv"
"2019-05-13 23:56:39.112226+00","ANALISIS PENGARUH RASIO KEUANGAN TERHADAP PERTUMBUHAN LABA  PADA PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK  INDONESIA","d8h3v","Open Science Framework"
"2019-05-14 01:48:57.180025+00","Artikel Supervisi Pendidikan","mu5dc","INA-Rxiv"
"2019-05-14 02:09:38.910014+00","The Concept of Didaskalia of Church Leaders in the Pastoral Letters:  A Semantic Domain Approach","4g9h6","Open Science Framework"
"2019-05-13 15:58:27.320439+00","HUBUNGAN KURIKULUM 2013 DENGAN MOTIVASI BELAJAR PESERTA DIDIK DI SMK PELITA CIAMPEA","h7s86","INA-Rxiv"
"2019-05-13 16:38:48.659483+00","KORELASI KOMPETENSI PEDAGOGIK GURU DENGAN PRESTASI BELAJAR MATA PELAJARAN IPS DI SMP MUHAMMADIYAH PAMIJAHAN KABUPATEN BOGOR","9qrbc","INA-Rxiv"
"2019-05-13 17:08:21.464166+00","PERUNDANG-UNDANGAN PENDIDIKAN","shpmg","INA-Rxiv"
"2019-05-13 15:12:55.916127+00","PENENTUAN TEBAL PELAT LANTAI GEDUNG YANG DITUMPU PADA KEEMPAT SISINYA  SESUAI SNI 2847:2013","w8gam","INA-Rxiv"
"2019-05-13 21:04:06.348741+00","Tractable embodied computation needs embeddedness","mksx2","PsyArXiv"
"2019-05-14 02:39:29.535249+00","pengaruh pendekatan alternatif dalam pelaksanaan supervisi pengajaran","e2hy3","INA-Rxiv"
"2019-05-14 02:59:04.137515+00","Pemuridan Yang Disertai Kuasa dan Kehadiran Yesus: Analisis Colon Matius 28: 16-20","p5kub","Open Science Framework"
"2019-05-14 03:08:51.345433+00","PENGARUH PELAKSANAAN SUPERVISI PENDIDIKAN TERHADAP KINERJA GURU DI SEKOLAH DASAR","tqvzk","INA-Rxiv"
"2019-05-14 03:21:14.938321+00","Studi Roma 13: 1-7: Ketaatan Kepada Pemerintah Sebagai Wujud Kesadaran Moral","2sk7m","Open Science Framework"
"2019-05-14 03:24:51.368575+00","supervisi pendidikan","h2jwm","INA-Rxiv"
"2019-05-14 03:26:30.222772+00","Supervisi Pendidikan","8aewc","INA-Rxiv"
"2019-05-14 03:45:18.502821+00","MENINGKATKAN KUALITAS PENDIDIKAN DAN HASIL BELAJAR SISWA DENGAN SUPERVISI PENDIDIKAN","8d47n","INA-Rxiv"
"2019-05-14 03:47:11.680468+00","supervisi pendidikan","d8jke","INA-Rxiv"
"2019-05-14 03:55:37.614585+00","TUGAS AKHIR SUPERVISI PENDIDIKAN","9cyzn","INA-Rxiv"
"2019-05-14 04:05:59.819009+00","Mechanisms of fault mirror formation in carbonate rocks","te8as","EarthArXiv"
"2019-05-14 04:23:34.669482+00","TUGAS AKHIR ANNISA SYAFITRI SUPERVISI PENDIDIKAN","25y9k","INA-Rxiv"
"2019-05-14 04:28:11.28528+00","Inspirasi Kalbu 2","c85zs","Open Science Framework"
"2019-05-14 04:54:36.546401+00","AKIBAT JIKA TIDAK TERLAKSANANYA FUNGSI SUPERVISI DENGAN BAIK DI SEKOLAH","9bj2e","INA-Rxiv"
"2019-05-14 05:00:19.929596+00","Inspirasi Kalbu","gbkda","Open Science Framework"
"2019-05-14 05:01:32.70128+00","Supervisi pendidikan","kupzs","INA-Rxiv"
"2019-05-14 05:02:40.937188+00","PERSEPSI SISWA KELAS XI SMA NEGERI 12 TERHADAP KEBERADAAN PROGRAM STUDY ILMU KOMUNIKASI PADA UNIVERSITAS KRISTEN INDONESIA MALUKU","dru4p","INA-Rxiv"
"2019-05-14 05:05:54.830794+00","Sukacita Di dalam Surat Filipi","upq93","Open Science Framework"
"2019-05-14 05:07:36.610747+00","PENGEMBANGAN PTK","tycg9","INA-Rxiv"
"2019-05-14 05:10:09.282738+00","FLIP YOUR CLASSROOM: FLIPPED CLASSROOM MELALUI PENERAPAN MODEL PEMBELAJARAN EXO OLO TASK","qb9wz","INA-Rxiv"
"2019-05-14 05:11:33.697853+00","IMPLEMENTASI SUPERVISI AKADEMIK KEPALA SEKOLAH  UNTUK MENINGKATKAN KINERJA GURU","89msu","INA-Rxiv"
"2019-05-14 05:27:00.678066+00","SUPERVISI PENDIDIKAN","c583w","INA-Rxiv"
"2019-05-14 06:27:07.350173+00","Artikel Supervisi Pendidikan Fmp","hgsqf","INA-Rxiv"
"2019-05-14 06:38:21.06669+00","Supervisi Pengawas Dalam Supervisi Akademik Pada SMP Di Semarang","gnvjt","Open Science Framework"
"2019-05-14 06:49:08.510528+00","Supervise Bimbingan dan Konseling Dalam Meningkatkan Penguasaan Keterampilan Layanan Konseling Guru BK","gc2rp","Open Science Framework"
"2019-05-14 07:20:04.28971+00","TUGAS AKHIR","abns3","Open Science Framework"
"2019-05-14 07:58:59.533069+00","supervisi pendidikan","rqh7e","INA-Rxiv"
"2019-05-14 08:00:32.704039+00","Supervise Bimbingan dan Konseling Dalam Meningkatkan Penguasaan Keterampilan Layanan Konseling Guru BK","rjvy6","INA-Rxiv"
"2019-05-14 08:15:44.279034+00","STRATEGI SEKOLAH DALAM PENGUATAN PENDIDIKAN KARAKTER DENGAN MEMAKSIMALKAN PERAN ORANG TUA BAGI SISWA","tmab4","INA-Rxiv"
"2019-05-14 09:03:26.245562+00","SUPERVISI PENDIDIKAN","9r8cn","INA-Rxiv"
"2019-05-14 06:57:09.012265+00","Template Penulisan Artikel (Dosen Pengampu : Hade Afriansyah)","4ejxy","INA-Rxiv"
"2019-05-14 08:53:04.958232+00","تحليل لبعض المفردات والتعابير الشائعة في لغة الشباب في قسنطينة، الجزائر","mrp47","Arabixiv"
"2019-05-14 04:46:19.855533+00","Impossible Somatosensation","e5gy3","PsyArXiv"
"2019-05-14 09:31:25.91808+00","PENGARUH PELAKSANAAN SUPERVISI PENDIDIKAN OLEH KEPALA SEKOLAH TERHADAP KINERJA GURU DISEKOLAH","wgbku","INA-Rxiv"
"2019-05-14 08:01:03.090992+00","You’d Use It More than Me: Overestimating Products’ Usefulness to Others Because Of Self-Serving Materialism Attributions","938m7","PsyArXiv"
"2019-05-14 08:31:59.708807+00","The Promise of the Open Science Movement for Research on Identity","7yb3s","PsyArXiv"
"2019-05-16 02:39:53.916826+00","What information shapes and shifts people’s attitudes about capital punishment?","z6cxd","PsyArXiv"
"2019-05-14 04:06:35.11035+00","A Novel Hybrid Finite Element-Spectral Boundary Integral Scheme for Modeling Earthquake Cycles: Application to Rate and State Faults with Low-Velocity Zones","xwhbs","EarthArXiv"
"2019-05-14 09:32:30.281972+00","Supervisi Pendidikan","2n6x5","INA-Rxiv"
"2019-05-14 09:46:53.662021+00","Supervisi pendidikan","j8yqa","INA-Rxiv"
"2019-05-14 10:07:14.670072+00","Animal social networks: revealing the causes and implications of social structure in ecology and evolution","m62gb","EcoEvoRxiv"
"2019-05-14 09:42:56.898412+00","An Introduction to Bayesian Multilevel Models Using brms: A Case Study of Gender Effects on Vowel Variability in Standard Indonesian","guhsa","PsyArXiv"
"2019-05-14 10:02:19.019832+00","PEMANFAATAN KAPAL KARAM SEBAGAI DESTINASI SELAM  DALAM KAIDAH CAGAR BUDAYA BAWAH AIR","eh7a9","Open Science Framework"
"2019-05-14 09:55:56.251707+00","Alloparenting","mcpv2","Open Science Framework"
"2019-05-27 16:47:05.05489+00","Analisis Industri Keramik di Indonesia","94u5p","INA-Rxiv"
"2019-05-14 10:25:50.798851+00","Highways to happiness for ASD adults? Perceived causal relations among clinicians","5ktma","PsyArXiv"
"2019-05-14 07:23:08.052565+00","Implementasi Terhadap Supervisi Pendidikan Dalam Meningkatkan Proses Pembelajaran Dan Keprofesionalan Guru","7pnkw","INA-Rxiv"
"2019-05-15 20:40:34.033246+00","Framing Morality:  How Antecedent-Focused Strategies Can Shape Moral Judgments","jmtfy","PsyArXiv"
"2019-05-24 05:29:53.659805+00","Konsep Dasar Administrasi dan Supervisi Pendidikan","zn9e3","INA-Rxiv"
"2019-05-25 00:04:42.246109+00","ILMU SOSIAL DASAR","2a89w","INA-Rxiv"
"2019-05-23 15:08:46.499956+00","Visual short-term memory for 3D shapes reveals similar properties to simple 2D features","hp8fy","PsyArXiv"
"2019-05-27 07:34:11.817389+00","Administrasi Peserta Didik","fpv9k","INA-Rxiv"
"2019-05-27 14:45:22.347257+00","What are the microscopic events of colloidal membrane fouling?","tqnx4","engrXiv"
"2019-05-27 15:41:28.094156+00","Sinusoidal shaped hollow fibers for enhanced mass transfer","r59ku","engrXiv"
"2019-05-27 16:17:36.739099+00","Makalah ppkn kelompok 3","ys6e4","Open Science Framework"
"2019-05-27 16:38:37.539932+00","Unraveling charge transport in carbon  ow-electrodes: performance prediction for desalination applications","5jyte","engrXiv"
"2019-05-27 16:45:48.469362+00","Shell and lumen side flow and pressure communication during permeation and filtration in a multibore polymer membrane module","5tg8e","engrXiv"
"2019-05-28 01:33:31.460956+00","Pesona Kawah Putih  Sebagai Kawasan Wisata Alam  di Bandung","ka4mn","Open Science Framework"
"2019-05-28 01:52:48.772137+00","Pesona Candi Ijo Sebagai Geowisata  di Yogyakarta","r5y6v","Open Science Framework"
"2019-05-28 02:00:13.785961+00","Pesona Desa Wisata Kasongan di Kabupaten Bantul","62zph","Open Science Framework"
"2019-05-28 02:27:37.083959+00","Pengelolaan Destinasi Wisata Alur Sungai Getuk Untuk Meningkatkan Kunjungan Wisatawan Di Klaten Jawa Tengah","jtbd5","Open Science Framework"
"2019-05-28 07:32:44.647095+00","GEOTACTICAL AND NEUROCHEMICAL PHENOTYPES OF DROSOPHILA MELANOGASTER FOLLOWING NIGELLA SATIVA EXPOSURE","xfuqg","AfricArXiv"
"2019-05-28 08:50:51.82057+00","MAKNA KATA ""DEI"" DALAM INJIL YOHANES","fgqc3","INA-Rxiv"
"2019-05-28 13:34:24.775011+00","Visuo-motor and interoceptive influences on peripersonal space representation following spinal cord injury.","6he27","PsyArXiv"
"2019-05-28 10:58:10.977996+00","Know your cognitive environment! Mental models as crucial determinant of offloading preferences","vpd9r","PsyArXiv"
"2019-05-28 10:33:23.69875+00","Neural coding: the bureaucratic model of the brain","tgcn9","PsyArXiv"
"2019-05-28 09:43:19.527825+00","Konsep Keselamatan Dalam Perjanjian Lama","zt65f","INA-Rxiv"
"2019-05-28 11:19:49.535292+00","ADMINISTRASI KEUANGAN","7hqfx","INA-Rxiv"
"2019-05-28 12:36:45.151899+00","Human Activity, Energy &amp; Money in the United States: Connecting the Biophysical Economy with its Pecuniary Image","e74ng","Thesis Commons"
"2019-05-28 12:42:05.73927+00","Review and performance comparison of mechanical-chemical degradation models for lithium-ion batteries","zdwsu","ECSarXiv"
"2019-05-28 13:28:32.726305+00","KELOMPOK 6","hz48a","INA-Rxiv"
"2019-05-28 13:33:05.416351+00","Klasifikasi Kelancaran Kredit Furniture Menggunakan Algoritma K-Nearest Neighbor Berbasis Forward Selection","huvsa","INA-Rxiv"
"2019-05-28 13:49:09.559618+00","Technical Report: A preliminary Process Model for Investigation","z4wma","SocArXiv"
"2019-05-28 14:19:11.730793+00","The Posthumanist Child: Pharmakon and Collodi’s Pinocchio","b8nqa","SocArXiv"
"2019-05-28 14:20:23.068921+00","Candidate Traits in Elections: When Good News for Selection is Bad News for Accountability","654r9","SocArXiv"
"2019-05-28 14:21:49.837632+00","Making temporal environments: Work, places and history in the Mengen landscape","3sf96","SocArXiv"
"2019-05-28 14:24:14.635459+00","Wag the dog - The nature and foundations of preschool educators'  positive ICT pedagogical beliefs","a6cfy","SocArXiv"
"2019-05-28 14:25:27.577808+00","How to use opinion leaders to optimize a marketing campaign - A case study on YouTube","tgq86","SocArXiv"
"2019-05-28 14:26:29.720822+00","Konsep Dasar Administrasi Sarana dan Prasarana","6er4b","INA-Rxiv"
"2019-05-28 14:42:06.499242+00","Konsep Dasar Administrasi Sarana dan Prasarana","3d8uk","INA-Rxiv"
"2019-05-19 02:51:29.837527+00","The insight behind the discovery of quanta by Max Planck","a9xmt","Open Science Framework"
"2019-05-28 14:51:24.226633+00","Twins Early Development Study: a genetically sensitive investigation into behavioural and cognitive development from infancy to emerging adulthood","xqh52","PsyArXiv"
"2019-05-28 15:13:23.46707+00","economic development","tfqhp","INA-Rxiv"
"2019-05-28 17:10:21.390014+00","GitHub Sponsors mở ra cơ hội cho các nhà phát triển phần mềm mã nguồn mở","65sfq","Open Science Framework"
"2019-05-28 15:11:26.519714+00","Moral Psychology of Nursing Robots – Humans Dislike Violations of Patient Autonomy but Like Robots Disobeying Orders","bkhyq","PsyArXiv"
"2019-05-28 15:36:26.723729+00","From Stele to Silicon: Publication of Statutes, Public Access to the Law, and the Uniform Electronic Legal Material Act","en6d4","LawArXiv"
"2019-05-28 18:44:39.108942+00","Simulation-Based Power-Analysis for Factorial ANOVA Designs","baxsf","PsyArXiv"
"2019-05-28 19:34:37.487023+00","A future without stocking? The importance of harvest and river regulation for long-term population viability of migratory salmonids","ds7u2","EcoEvoRxiv"
"2019-05-28 21:01:19.202862+00","A new framework for understanding vision from the perspective of the primary visual cortex","ds34j","PsyArXiv"
"2019-05-28 21:22:07.514914+00","One Size Doesn’t Fit All: Connecting Views of Activism with Youth Activist Identification","qatgc","SocArXiv"
"2019-05-28 21:31:20.376869+00","Children eat more food when they prepare it themselves","gdjtm","PsyArXiv"
"2019-05-28 23:13:30.95278+00","Modeling market power on a constrained electricity network","9vep7","Open Science Framework"
"2019-05-29 00:25:40.516931+00","PASAR BERINGHARJO SEBAGAI PUSAT WISATA BELANJA DI YOGYAKARTA","h5b8w","Open Science Framework"
"2019-05-29 00:30:33.83486+00","PESONA WISATA AIR CURUG NANGKA DI BOGOR","sdz9t","Open Science Framework"
"2019-05-29 00:36:57.359678+00","PESONA CANDI BOROBUDUR SEBAGAI WISATA BUDAYA DI JAWA TENGAH","hs3mc","Open Science Framework"
"2019-05-29 01:47:47.798329+00","Pentingnya Mempelajari Administrasi dan Supervisi Pendidikan","9zqwh","Open Science Framework"
"2019-05-29 04:01:24.072914+00","TINJAUAN ATAS PROSEDUR PEMBAYARAN DAN PELAPORAN PAJAK DAERAH SECARA ONLINE MELALUI SISTEM E-SPTPD PADA DINAS PENDAPATAN DAERAH KOTA BOGOR","bz975","INA-Rxiv"
"2019-05-29 04:09:46.312567+00","Bagaimana Sekolah Menengah Mengajar Fisika Kuantum?","62rks","INA-Rxiv"
"2019-05-29 04:13:35.880585+00","A Brief Commentary on Kirsten Stadermann of Groningen's Paper","pz23f","Open Science Framework"
"2019-05-29 03:18:23.475052+00","TINJAUAN ATAS PENYUSUNAN ANGGARAN BELANJA PADA DINAS PERTANIAN","69wun","INA-Rxiv"
"2019-05-29 03:26:04.140341+00","EVALUASI PENGELOLAAN DANA KAS PADA DEPARTEMEN KONSERVASI SUMBERDAYA HUTAN DAN EKOWISATA IPB","a5w3d","INA-Rxiv"
"2019-05-29 04:46:21.567338+00","Knots and particles","zreyx","Open Science Framework"
"2019-05-29 05:18:52.522666+00","Long-Term Land Deformation Monitoring Using Quasi-Persistent Scatterer (Q-PS) Technique Observed by Sentinel-1A: Case Study Kelok Sembilan","8bk27","INA-Rxiv"
"2019-05-29 05:59:36.815642+00","CURRICULUM 2013 AND THE FUTURE OF ISLAMIC EDUCATION IN INDONESIA","e2d9x","INA-Rxiv"
"2019-05-29 07:02:23.380373+00","The role of Emotional Intelligence on Workplace Bullying and Individual's Work performance","hzf8w","Open Science Framework"
"2019-05-29 07:18:23.105133+00","Attention as a naive psychological concept","ceajz","Open Science Framework"
"2019-05-29 06:51:34.524273+00","GHAZAN KHAN : PEMBAHARU MUSLIM DARI MONGOL","9u8k2","INA-Rxiv"
"2019-05-29 05:43:39.484814+00","MODUL PENYUSUNAN EVALUASI PEMBELAJARAN AL ISLAM DAN KEMUHAMMADIYAHAN (ISMUBA)","2d4nh","INA-Rxiv"
"2019-05-28 21:22:53.026586+00","Taiwan: Formation of National Identity and Its Effect on Political Engagement","zfeac","SocArXiv"
"2019-05-29 08:38:02.1602+00","The economic development","uwhjb","INA-Rxiv"
"2019-05-29 06:35:15.516109+00","Generative Adversarial Phonology: Modeling unsupervised allophonic learning with neural networks","ptd3a","PsyArXiv"
"2019-05-29 06:06:34.87872+00","KAJIAN POTENSI MANUSIA SESUAI DENGAN HAKIKATNYA DALAM PENDIDIKAN HOLISTIK","c4gkr","INA-Rxiv"
"2019-05-20 18:43:55.217918+00","Getting Started Creating Data Dictionaries: How to Create a Shareable Dataset","vd4y3","Open Science Framework"
"2019-05-28 16:52:33.659924+00","Opening Doors for All: Collaborations at Syracuse University Libraries in Support of Open Access &amp; Accessibility","895j2","LIS Scholarship Archive"
